,video_id,start_seconds,end_seconds,positive_labels,scores,labels
0,"EQ91XVsmq-I,","30.000,","40.000,",['female'],"[9.5966792e-01 1.7650047e-02 1.4845361e-02 4.9956157e-03 4.1377251e-03
 3.8600408e-03 1.3685407e-03 2.5801538e-04 2.5066992e-04 2.3717691e-04]","['Speech', 'Inside, small room', 'Conversation', 'Narration, monologue', 'Music', 'Child speech, kid speaking', 'Inside, large room or hall', 'Musical instrument', 'Plucked string instrument', 'Guitar']"
0,"EgpsSwHlXqA,","0.000,","10.000,",['child'],"[0.33681035 0.16664448 0.16595785 0.11130244 0.05379789 0.05056534
 0.03638499 0.03008296 0.02384101 0.02163082]","['Speech', 'Splash, splatter', 'Liquid', 'Water', 'Child speech, kid speaking', 'Slosh', 'Gurgling', 'Children playing', 'Boat, Water vehicle', 'Gush']"
0,"EkP005U571U,","0.000,","10.000,",['child'],"[0.5178906  0.14341652 0.13545504 0.10799098 0.05148253 0.00806013
 0.00767549 0.00652413 0.00634227 0.00581791]","['Speech', 'Child speech, kid speaking', 'Babbling', 'Inside, small room', 'Silence', 'Hiccup', 'Animal', 'Laughter', 'Breathing', 'Domestic animals, pets']"
0,"Fihamhv6TJo,","30.000,","40.000,",['male'],"[0.8161275  0.03887669 0.0170097  0.01359519 0.01000623 0.00948629
 0.00716857 0.00646162 0.0064206  0.00587678]","['Speech', 'Crowd', 'Cheering', 'Narration, monologue', 'Inside, large room or hall', 'Outside, urban or manmade', 'Shout', 'Conversation', 'Whoop', 'Run']"
0,"FxZTKkmtKic,","0.000,","10.000,",['female'],"[0.51548755 0.06885123 0.06233382 0.06146076 0.04377515 0.0391411
 0.0303349  0.02453251 0.02283116 0.01502716]","['Speech', 'Fart', 'Laughter', 'Inside, small room', 'Silence', 'Hands', 'Slap, smack', 'Snicker', 'Cap gun', 'Chuckle, chortle']"
0,"GD1vgJwYR4Q,","30.000,","40.000,",['male'],"[0.8363762  0.02602235 0.02494466 0.02103535 0.01094686 0.0105705
 0.00768884 0.0076448  0.00590583 0.0049939 ]","['Speech', 'Chuckle, chortle', 'Laughter', 'Vehicle', 'Inside, large room or hall', 'Snicker', 'Narration, monologue', 'Conversation', 'Engine', 'Idling']"
0,"GnmgSQq6E54,","180.000,","190.000,",['male'],"[0.5789453  0.08073614 0.05556259 0.05108509 0.03066581 0.02661753
 0.02133091 0.01833712 0.01560124 0.01495331]","['Speech', 'Music', 'Slap, smack', 'Hands', 'Burst, pop', 'Explosion', 'Inside, small room', 'Gunshot, gunfire', 'Percussion', 'Firecracker']"
0,"H85puQUqrQY,","150.000,","160.000,",['male'],"[0.57564044 0.11175305 0.09053263 0.07861114 0.02401033 0.02025364
 0.01998735 0.01638124 0.0133815  0.01025408]","['Speech', 'Sine wave', 'Music', 'Beep, bleep', 'Chirp tone', 'Guitar', 'Plucked string instrument', 'Musical instrument', 'Inside, small room', 'Acoustic guitar']"
0,"HPfBYRU8tVM,","30.000,","40.000,",['female'],"[0.79570335 0.04842413 0.02484594 0.02408476 0.01913637 0.01289161
 0.01114775 0.00740237 0.00566307 0.00515516]","['Speech', 'Inside, small room', 'Silence', 'Breathing', 'Narration, monologue', 'Sneeze', 'Snort', 'Snoring', 'Hiccup', 'Wheeze']"
0,"HRaMaCCoRCY,","210.000,","220.000,",['child'],"[0.45669588 0.15807998 0.11259998 0.09359688 0.07239431 0.07025041
 0.056784   0.03302541 0.03041344 0.02482788]","['Speech', 'Animal', 'Goat', 'Livestock, farm animals, working animals', 'Child speech, kid speaking', 'Domestic animals, pets', 'Cat', 'Meow', 'Sheep', 'Bleat']"
0,"HcmzzM7q6-4,","60.000,","70.000,",['child'],"[0.22859375 0.06994319 0.05014719 0.04816882 0.04675035 0.03741087
 0.03528679 0.03170291 0.03022274 0.02366903]","['Speech', 'Music', 'Crumpling, crinkling', 'Music for children', 'Inside, small room', 'Sound effect', 'Child speech, kid speaking', 'Police car (siren)', 'Crunch', 'Knock']"
0,"I4_cuFy_SHc,","220.000,","230.000,",['child'],"[0.36520222 0.13012472 0.08950643 0.04121006 0.02486143 0.02146668
 0.0205753  0.01827619 0.01451385 0.01414944]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Engine', 'Inside, large room or hall', 'Hands', 'Idling', 'Typewriter', 'Door', 'Engine starting']"
0,"J5_m9Ee6A6M,","30.000,","40.000,",['female'],"[0.8292556  0.04588911 0.01944968 0.01816372 0.01636961 0.01564817
 0.00559697 0.00478579 0.0043692  0.00327642]","['Speech', 'Inside, small room', 'Dishes, pots, and pans', 'Cutlery, silverware', 'Typing', 'Computer keyboard', 'Tools', 'Clicking', 'Keys jangling', 'Narration, monologue']"
0,"JLKsLx_SGOU,","30.000,","40.000,",['male'],"[9.6137249e-01 4.6715248e-02 4.5531732e-03 4.2198887e-03 2.3999989e-03
 1.5807229e-03 6.4934354e-04 4.9805146e-04 4.1854492e-04 3.2363032e-04]","['Speech', 'Narration, monologue', 'Inside, large room or hall', 'Conversation', 'Inside, small room', 'Music', 'Musical instrument', 'Inside, public space', 'Percussion', 'Laughter']"
0,"JbPNmYKs7P0,","48.000,","58.000,",['male'],"[0.6235177  0.6102042  0.58115584 0.56324714 0.21518648 0.06515668
 0.03235784 0.02743062 0.02084296 0.0203402 ]","['Roaring cats (lions, tigers)', 'Roar', 'Animal', 'Wild animals', 'Silence', 'Speech', 'Growling', 'Sound effect', 'Dog', 'Domestic animals, pets']"
0,"K5aJwQ2X2Sc,","260.000,","270.000,",['child'],"[0.62808686 0.12600061 0.05823029 0.03642919 0.01889086 0.01569308
 0.01541838 0.01039303 0.01030332 0.00901752]","['Speech', 'Child speech, kid speaking', 'Children playing', 'Inside, small room', 'Inside, large room or hall', 'Laughter', 'Music', 'Dog', 'Domestic animals, pets', 'Animal']"
0,"KHVZFbmt8xk,","30.000,","40.000,",['female'],"[0.4122596  0.19061768 0.09023128 0.08378407 0.07544331 0.05246738
 0.05197801 0.04503327 0.03771844 0.03544211]","['Speech', 'Cough', 'Laughter', 'Throat clearing', 'Sneeze', 'Chuckle, chortle', 'Hiccup', 'Breathing', 'Inside, small room', 'Narration, monologue']"
0,"KSOxq1eovtw,","30.000,","40.000,",['child'],"[0.41506127 0.21678863 0.21564576 0.21401285 0.21171942 0.19344953
 0.06150898 0.01783919 0.01156497 0.00733503]","['Hands', 'Child speech, kid speaking', 'Clapping', 'Speech', 'Child singing', 'Singing', 'Inside, small room', 'Narration, monologue', 'Inside, large room or hall', 'Laughter']"
0,"KWCQUZQ9D-Q,","30.000,","40.000,",['child'],"[0.52624506 0.11428425 0.08848129 0.08750335 0.08732678 0.07596377
 0.06343228 0.05132217 0.0392694  0.0372895 ]","['Speech', 'Child speech, kid speaking', 'Domestic animals, pets', 'Animal', 'Dog', 'Inside, small room', 'Laughter', 'Howl', 'Canidae, dogs, wolves', 'Yip']"
0,"KZoSQEDgZG4,","1.000,","11.000,",['child'],"[0.5647197  0.45984888 0.06643362 0.06490266 0.0459969  0.03538077
 0.02834636 0.01529274 0.0082576  0.00406837]","['Music', 'Speech', 'Oink', 'Pig', 'Livestock, farm animals, working animals', 'Music for children', 'Animal', 'Child speech, kid speaking', 'Jingle, tinkle', 'Throat clearing']"
0,"KbOySeP46l4,","570.000,","580.000,",['child'],"[0.89327675 0.10215122 0.03952201 0.0110477  0.00901612 0.00548194
 0.00444647 0.00363914 0.00353629 0.00195404]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Giggle', 'Laughter', 'Babbling', 'Narration, monologue', 'Crying, sobbing', 'Conversation', 'Whimper']"
0,"KdPjKD7F1-Y,","390.000,","400.000,",['child'],"[0.7538576  0.0901581  0.04722451 0.03732456 0.02626409 0.02180267
 0.01805063 0.01732199 0.01590299 0.01577713]","['Speech', 'Child speech, kid speaking', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Run', 'Outside, rural or natural', 'Skateboard', 'Animal', 'Livestock, farm animals, working animals']"
0,"KqF-WZRVs-w,","70.000,","80.000,",['child'],"[0.34915662 0.1738755  0.13088153 0.11816476 0.08888306 0.07305464
 0.03966961 0.03658661 0.02084513 0.01951163]","['Speech', 'Child singing', 'Child speech, kid speaking', 'Singing', 'Inside, small room', 'Sneeze', 'Crying, sobbing', 'Music', 'Baby cry, infant cry', 'Babbling']"
0,"Kqt4BiLQeeI,","220.000,","230.000,",['child'],"[0.22292554 0.14532745 0.10273927 0.06904547 0.04883946 0.04328485
 0.03747626 0.03657258 0.03258912 0.02242739]","['Speech', 'Inside, small room', 'Cough', 'Child speech, kid speaking', 'Throat clearing', 'Animal', 'Outside, rural or natural', 'Silence', 'Hiccup', 'Domestic animals, pets']"
0,"Ky8aKwI522Q,","50.000,","60.000,",['male'],"[0.4228533  0.233781   0.0319897  0.02696173 0.02118752 0.01058745
 0.00827228 0.00604448 0.00514875 0.0038086 ]","['Music', 'Speech', 'Music for children', 'Jingle, tinkle', 'Plop', 'Boing', 'Christmas music', 'Inside, small room', 'Jingle (music)', 'Sound effect']"
0,"KzvdKLdBw3s,","60.000,","70.000,",['female'],"[0.72237206 0.06479593 0.01742588 0.0169313  0.01591788 0.01475427
 0.01370117 0.01258125 0.01220393 0.01128211]","['Music', 'Singing', 'Soul music', 'Country', 'Christian music', 'Gospel music', 'Independent music', 'Blues', 'Guitar', 'Musical instrument']"
0,"LAioE289jR4,","80.000,","90.000,",['child'],"[0.7110087  0.11190334 0.05747706 0.02809223 0.02017724 0.01720602
 0.01438728 0.01394585 0.01172768 0.00784691]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Laughter', 'Babbling', 'Giggle', 'Children playing', 'Belly laugh', 'Inside, large room or hall', 'Crying, sobbing']"
0,"LEZFcGFwJlc,","30.000,","40.000,",['male'],"[0.36898893 0.22508231 0.04626099 0.03836627 0.02738122 0.02296345
 0.0221322  0.02110539 0.02094363 0.01983986]","['Speech', 'Music', 'Beatboxing', 'Percussion', 'Musical instrument', 'Door', 'Drum kit', 'Drum', 'Hands', 'Drum machine']"
0,"LrcvUfmRN8k,","30.000,","40.000,",['female'],"[0.56637865 0.13034709 0.10574722 0.08224835 0.0818855  0.07065398
 0.05080322 0.03230136 0.0252838  0.02373321]","['Speech', 'Crying, sobbing', 'Inside, small room', 'Whimper', 'Baby cry, infant cry', 'Laughter', 'Giggle', 'Domestic animals, pets', 'Babbling', 'Child speech, kid speaking']"
0,"LsBCiA7jkHI,","30.000,","40.000,",['male'],"[0.5413877  0.04904819 0.03371386 0.03287199 0.03037595 0.03033527
 0.02415632 0.01946529 0.01432996 0.01418992]","['Speech', 'Inside, large room or hall', 'Basketball bounce', 'Arrow', 'Tap', 'Door', 'Laughter', 'Chuckle, chortle', 'Thump, thud', 'Inside, public space']"
0,"LysFhHBYTmE,","40.000,","50.000,",['female'],"[0.47569862 0.21028134 0.02470829 0.02160041 0.02147167 0.01861282
 0.01800253 0.01743389 0.01654397 0.01084671]","['Speech', 'Inside, small room', 'Sniff', 'Snort', 'Crackle', 'Breathing', 'Fire', 'Inside, large room or hall', 'Door', 'Shuffling cards']"
0,"M4blyCNxeBQ,","30.000,","40.000,",['female'],"[0.2242681  0.16793756 0.15709953 0.11876453 0.08498615 0.08345268
 0.06407155 0.05346322 0.05318829 0.04831222]","['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Bark', 'Inside, small room', 'Breathing', 'Silence', 'Cat', 'Snoring']"
0,"M8BaWFyXNqA,","30.000,","40.000,",['male'],"[0.29971406 0.17540951 0.12796144 0.07984121 0.04428809 0.02564053
 0.02202551 0.02101933 0.02058794 0.01284247]","['Speech', 'Whispering', 'Silence', 'Inside, small room', 'Chewing, mastication', 'Sneeze', 'Domestic animals, pets', 'Animal', 'Dog', 'Crunch']"
0,"MKocTMZZnTs,","40.000,","50.000,",['male'],"[0.3727785  0.06410345 0.035709   0.03312273 0.03151072 0.02960845
 0.02586409 0.02494132 0.02211916 0.01999385]","['Speech', 'Animal', 'Outside, rural or natural', 'Domestic animals, pets', 'Liquid', 'Inside, small room', 'Dog', 'Pig', 'Pour', 'Livestock, farm animals, working animals']"
0,"MOr1AtMw1bw,","40.000,","50.000,",['child'],"[0.454645   0.09194408 0.08550159 0.0556412  0.04822954 0.03332964
 0.02553208 0.02204426 0.02177841 0.01945955]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Animal', 'Crying, sobbing', 'Baby cry, infant cry', 'Domestic animals, pets', 'Laughter', 'Inside, large room or hall', 'Wood']"
0,"MW0ZTvRCS1o,","220.000,","230.000,",['male'],"[0.29410118 0.09623536 0.03910167 0.03896466 0.03594893 0.03483333
 0.03378832 0.03322402 0.03289018 0.02935444]","['Speech', 'Silence', 'Dog', 'Bouncing', 'Animal', 'Grunt', 'Door', 'Slam', 'Domestic animals, pets', 'Bow-wow']"
0,"MY0PsDE3xHs,","30.000,","40.000,",['male'],"[0.71232384 0.08318892 0.0358793  0.03198635 0.01419442 0.0126578
 0.01232791 0.01119717 0.00924835 0.00892896]","['Music', 'Rhythm and blues', 'Zing', 'Pop music', 'Singing', 'Speech', 'Skateboard', 'Hip hop music', 'Music of Asia', 'Exciting music']"
0,"MfavlJej70A,","30.000,","40.000,",['female'],"[9.4747841e-01 4.5030326e-02 1.3305545e-02 9.7441077e-03 6.6887462e-03
 1.4512768e-03 8.5460086e-04 5.5394904e-04 5.3291820e-04 3.7646521e-04]","['Speech', 'Silence', 'Narration, monologue', 'Inside, small room', 'Conversation', 'Inside, large room or hall', 'Telephone', 'Speech synthesizer', 'Alarm', 'Child speech, kid speaking']"
0,"MosOtH1imQA,","30.000,","40.000,",['female'],"[0.7756415  0.08214463 0.01702521 0.01658861 0.01483987 0.01473604
 0.0107431  0.00589491 0.00583126 0.00493863]","['Speech', 'Choir', 'A capella', 'Singing', 'Vocal music', 'Music', 'Chant', 'Mantra', 'Narration, monologue', 'Lullaby']"
0,"OH4QB--KKwg,","210.000,","220.000,",['child'],"[0.51821125 0.1473482  0.11491793 0.08185311 0.05877944 0.03829037
 0.037212   0.03026495 0.02982018 0.02333915]","['Speech', 'Animal', 'Goat', 'Livestock, farm animals, working animals', 'Child speech, kid speaking', 'Domestic animals, pets', 'Sheep', 'Children playing', 'Bleat', 'Inside, small room']"
0,"OIqd2UrvGcI,","30.000,","40.000,",['child'],"[0.7687825  0.5400519  0.3976293  0.3494496  0.10128745 0.08875994
 0.01429605 0.0108062  0.01039929 0.00984989]","['Ice cream truck, ice cream van', 'Truck', 'Motor vehicle (road)', 'Vehicle', 'Speech', 'Music', 'Outside, urban or manmade', 'Mallet percussion', 'Glockenspiel', 'Ambulance (siren)']"
0,"OKsOk8558gs,","380.000,","390.000,",['child'],"[0.59594065 0.09029259 0.04185976 0.03469408 0.02468034 0.02344521
 0.02307865 0.01424192 0.01364378 0.01081278]","['Speech', 'Inside, small room', 'Crying, sobbing', 'Child speech, kid speaking', 'Laughter', 'Babbling', 'Baby cry, infant cry', 'Whimper', 'Stir', 'Giggle']"
0,"OVhPqvG0ezA,","40.000,","50.000,",['male'],"[0.5457813  0.06487354 0.06015641 0.04117413 0.0390308  0.03698487
 0.02998123 0.0238456  0.01910963 0.00966566]","['Speech', 'Clapping', 'Music', 'Inside, small room', 'Hands', 'Narration, monologue', 'Inside, large room or hall', 'Applause', 'Ping', 'Conversation']"
0,"OYkZxbD0vr8,","40.000,","50.000,",['male'],"[0.70321035 0.071639   0.06257251 0.02803685 0.02569311 0.02167769
 0.02043819 0.01696717 0.01618858 0.01488198]","['Speech', 'Crowd', 'Cheering', 'Whoop', 'Shout', 'Fireworks', 'Explosion', 'Inside, large room or hall', 'Vehicle', 'Emergency vehicle']"
0,"ObsBPcuHT5Q,","10.000,","20.000,",['child'],"[0.3853327  0.06198251 0.05932501 0.05888246 0.05662714 0.04459013
 0.03348629 0.03276958 0.02342982 0.01887447]","['Speech', 'Snake', 'Animal', 'Inside, small room', 'Child speech, kid speaking', 'Outside, rural or natural', 'Silence', 'Wild animals', 'Rattle', 'Domestic animals, pets']"
0,"PD7RisfbHqI,","0.000,","10.000,",['child'],"[0.263969   0.07605827 0.06251137 0.04435247 0.03855425 0.03738626
 0.0349883  0.03449365 0.03283592 0.02635763]","['Speech', 'Inside, small room', 'Animal', 'Crow', 'Caw', 'Laughter', 'Wild animals', 'Bird', 'Inside, large room or hall', 'Shuffle']"
0,"PNCwMnNW-jw,","0.000,","10.000,",['male'],"[0.3498406  0.17911452 0.06567162 0.05125944 0.0455165  0.0380437
 0.02762218 0.0232175  0.01860967 0.01741786]","['Speech', 'Music', 'Plop', 'Explosion', 'Boom', 'Shatter', 'Sound effect', 'Burst, pop', 'Glass', 'Arrow']"
0,"PRzlNIAxemw,","30.000,","40.000,",['child'],"[0.31778234 0.19556677 0.09723951 0.05298806 0.0501902  0.0414562
 0.04045693 0.02199276 0.0182146  0.01538642]","['Music', 'Chant', 'Mantra', 'Choir', 'Singing', 'Speech', 'Vocal music', 'Christian music', 'Gospel music', 'Middle Eastern music']"
0,"Pi71Wuvwg5Y,","50.000,","60.000,",['child'],"[0.6984022  0.0837367  0.03676433 0.01649624 0.01571587 0.01415096
 0.01400003 0.01338315 0.01157332 0.01085234]","['Speech', 'Child speech, kid speaking', 'Children playing', 'Cat', 'Music', 'Inside, small room', 'Animal', 'Meow', 'Child singing', 'Domestic animals, pets']"
0,"PlMt7NoIYDU,","220.000,","230.000,",['child'],"[0.49600938 0.09754346 0.07656935 0.07476696 0.07083153 0.03490394
 0.03214457 0.03164722 0.02738063 0.02472414]","['Music', 'Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Growling', 'Thunk', 'Sliding door', 'Bow-wow', 'Bark']"
0,"QHtpX2ATek0,","40.000,","50.000,",['child'],"[0.68531007 0.26784354 0.06156833 0.03399327 0.02020584 0.01777153
 0.00882228 0.00840868 0.00710606 0.0070946 ]","['Speech', 'Child speech, kid speaking', 'Children playing', 'Child singing', 'Inside, small room', 'Singing', 'Outside, urban or manmade', 'Inside, public space', 'Narration, monologue', 'Inside, large room or hall']"
0,"QNRche7AZkM,","270.000,","280.000,",['male'],"[0.8017897  0.12209079 0.03144937 0.00327161 0.0023705  0.00150787
 0.00148673 0.0013775  0.00124734 0.00110921]","['Speech', 'Silence', 'Inside, small room', 'Narration, monologue', 'Chewing, mastication', 'Clicking', 'Child speech, kid speaking', 'Writing', 'Crumpling, crinkling', 'Tearing']"
0,"QXnJ2manIdI,","30.000,","40.000,",['female'],"[0.8658144  0.04742004 0.0293604  0.02771602 0.02701736 0.01257279
 0.00815429 0.00786244 0.00448825 0.00435118]","['Speech', 'Bathtub (filling or washing)', 'Child speech, kid speaking', 'Narration, monologue', 'Inside, small room', 'Conversation', 'Inside, large room or hall', 'Water', 'Dog', 'Domestic animals, pets']"
0,"QrcL5TkDTD0,","0.000,","10.000,",['child'],"[0.24093567 0.15586115 0.13701077 0.10534707 0.09936909 0.08510002
 0.06443751 0.05995767 0.05788888 0.04210418]","['Silence', 'Telephone', 'Alarm', 'Ringtone', 'Telephone bell ringing', 'Ding', 'Ding-dong', 'Doorbell', 'Music', 'Jingle, tinkle']"
0,"QvLeTxLGV_o,","30.000,","40.000,",['female'],"[0.4283494  0.2906615  0.08963551 0.06104835 0.04839971 0.01939565
 0.01653379 0.0124657  0.01147537 0.01109768]","['Speech', 'Music', 'Ukulele', 'Plucked string instrument', 'Musical instrument', 'Inside, small room', 'Narration, monologue', 'Inside, large room or hall', 'Children playing', 'Child speech, kid speaking']"
0,"RI2T1BBL_8I,","30.000,","40.000,",['child'],"[0.45834377 0.05506536 0.03624995 0.03355643 0.02486229 0.0227022
 0.00878286 0.00865719 0.0077527  0.00605434]","['Speech', 'Child singing', 'Child speech, kid speaking', 'Singing', 'Music', 'Inside, large room or hall', 'Inside, small room', 'Synthetic singing', 'Crowd', 'Television']"
0,"RP9ix8mjF20,","10.000,","20.000,",['child'],"[0.27883437 0.16891938 0.0684692  0.06530259 0.06062829 0.05855371
 0.04509592 0.04351801 0.0354622  0.03416251]","['Speech', 'Inside, small room', 'Breathing', 'Gasp', 'Whimper', 'Typewriter', 'Typing', 'Snort', 'Wail, moan', 'Hiccup']"
0,"RPMicSPIAlg,","30.000,","40.000,",['female'],"[0.9063461  0.02283265 0.01828053 0.01491628 0.00654685 0.0058728
 0.00349881 0.00199452 0.0017731  0.00124664]","['Speech', 'Inside, small room', 'Narration, monologue', 'Sneeze', 'Conversation', 'Child speech, kid speaking', 'Breathing', 'Inside, large room or hall', 'Burping, eructation', 'Pig']"
0,"RXJxtAHtkcs,","0.000,","10.000,",['child'],"[0.12025245 0.11984131 0.0920407  0.07628407 0.06903096 0.06345643
 0.0622972  0.05486711 0.05207837 0.04764564]","['Inside, small room', 'Speech', 'Babbling', 'Crying, sobbing', 'Hiccup', 'Child speech, kid speaking', 'Domestic animals, pets', 'Laughter', 'Whimper', 'Dog']"
0,"Rn8Te4D0EuU,","100.000,","110.000,",['child'],"[0.3294041  0.24257457 0.07099269 0.05191016 0.01389531 0.01229589
 0.01217688 0.00976665 0.00970048 0.00734329]","['Music', 'Speech', 'Music for children', 'Child speech, kid speaking', 'Domestic animals, pets', 'Plop', 'Animal', 'Inside, small room', 'Boing', 'Jingle, tinkle']"
0,"RtUTtZ-DZZM,","480.000,","490.000,",['child'],"[0.65125346 0.08221099 0.02910834 0.02853939 0.01768629 0.01692438
 0.0143598  0.00881134 0.00770355 0.00727637]","['Music', 'Speech', 'Child speech, kid speaking', 'Inside, small room', 'Screaming', 'Orchestra', 'Musical instrument', 'Crying, sobbing', 'Goose', 'Duck']"
0,"Sv9Pm4AburQ,","30.000,","40.000,",['male'],"[0.4805301  0.08260042 0.05650669 0.04765433 0.03133755 0.01252657
 0.00911888 0.00827085 0.00640928 0.00620426]","['Speech', 'Crowd', 'Inside, large room or hall', 'Cheering', 'Inside, public space', 'Outside, urban or manmade', 'Narration, monologue', 'Shout', 'Whoop', 'Run']"
0,"T-8xETNgtvE,","30.000,","40.000,",['male'],"[0.5282298  0.1117487  0.05488524 0.04530188 0.03851915 0.02790789
 0.02411917 0.01696363 0.01287927 0.01125298]","['Speech', 'Skateboard', 'Vehicle', 'Typing', 'Computer keyboard', 'Tap', 'Door', 'Clip-clop', 'Outside, urban or manmade', 'Inside, large room or hall']"
0,"TB3VhNczX88,","10.000,","20.000,",['child'],"[0.31919265 0.2836637  0.10542385 0.08188849 0.07214957 0.0667203
 0.0610972  0.04693633 0.03887553 0.0380052 ]","['Speech', 'Cough', 'Hiccup', 'Throat clearing', 'Child speech, kid speaking', 'Crying, sobbing', 'Laughter', 'Child singing', 'Inside, small room', 'Babbling']"
0,"THabBXHUpAM,","220.000,","230.000,",['child'],"[0.6243552  0.04327141 0.03842493 0.03196659 0.02590281 0.02571819
 0.02419674 0.02364654 0.02052658 0.01981495]","['Speech', 'Dog', 'Domestic animals, pets', 'Bow-wow', 'Animal', 'Outside, urban or manmade', 'Water', 'Skateboard', 'Yip', 'Splash, splatter']"
0,"TNCJ68vFKg8,","120.000,","130.000,",['child'],"[0.6130453  0.08724059 0.08476808 0.08049531 0.06604093 0.0517329
 0.03019802 0.02703877 0.02387186 0.02206885]","['Speech', 'Laughter', 'Babbling', 'Inside, small room', 'Child speech, kid speaking', 'Crying, sobbing', 'Baby cry, infant cry', 'Giggle', 'Belly laugh', 'Baby laughter']"
0,"U-Qe9aNkrdE,","30.000,","40.000,",['female'],"[0.5840815  0.08271921 0.05711147 0.04222701 0.03067824 0.02814554
 0.02508076 0.02100817 0.0208382  0.0182124 ]","['Speech', 'Inside, small room', 'Animal', 'Child speech, kid speaking', 'Domestic animals, pets', 'Livestock, farm animals, working animals', 'Fowl', 'Chicken, rooster', 'Dog', 'Inside, large room or hall']"
0,"U2Z3gH8r1hE,","160.000,","170.000,",['child'],"[0.4374967  0.17963898 0.11787447 0.1143029  0.06930588 0.04422634
 0.03671584 0.03290163 0.01632557 0.01346812]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Babbling', 'Laughter', 'Giggle', 'Baby laughter', 'Belly laugh', 'Crying, sobbing', 'Bathtub (filling or washing)']"
0,"UI7rXDuYrMM,","30.000,","40.000,",['child'],"[0.5047227  0.06819734 0.02729464 0.01827417 0.01197012 0.01189203
 0.01096549 0.00780392 0.00778626 0.00718531]","['Music', 'Singing', 'Child singing', 'Inside, large room or hall', 'Hands', 'Child speech, kid speaking', 'Pop music', 'Speech', 'Clapping', 'Choir']"
0,"URmMmkFEYhc,","500.000,","510.000,",['child'],"[0.43795    0.15304813 0.09510045 0.05468594 0.04020112 0.03577602
 0.03548511 0.03414147 0.03342279 0.03208051]","['Speech', 'Child speech, kid speaking', 'Bathtub (filling or washing)', 'Inside, small room', 'Liquid', 'Animal', 'Frying (food)', 'Livestock, farm animals, working animals', 'Stir', 'Sizzle']"
0,"UWZg6DiLRgc,","80.000,","90.000,",['child'],"[0.37851936 0.20090306 0.16344091 0.1511941  0.14985812 0.1048224
 0.09576438 0.09309848 0.02471378 0.01138428]","['Speech', 'Frog', 'Child speech, kid speaking', 'Wild animals', 'Animal', 'Croak', 'Silence', 'Inside, small room', 'Babbling', 'Child singing']"
0,"VLNKqrVmD9g,","30.000,","40.000,",['female'],"[0.6308756  0.10820566 0.10199066 0.01834094 0.01518737 0.01317685
 0.01068821 0.00955333 0.00542782 0.0046455 ]","['Speech', 'Clapping', 'Hands', 'Inside, large room or hall', 'Laughter', 'Outside, urban or manmade', 'Snicker', 'Crowd', 'Chuckle, chortle', 'Conversation']"
0,"VPhcuvPn6L4,","250.000,","260.000,",['child'],"[0.46863952 0.21100616 0.1739641  0.03786631 0.02376182 0.02252612
 0.01972632 0.01581584 0.01475586 0.01320671]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Shuffling cards', 'Coin (dropping)', 'Typing', 'Laughter', 'Typewriter', 'Rodents, rats, mice', 'Scrape']"
0,"VRLST_4xmAs,","30.000,","40.000,",['child'],"[0.84766114 0.04819799 0.02185089 0.00543783 0.00407174 0.0038539
 0.00280276 0.00266087 0.00235891 0.0019443 ]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Narration, monologue', 'Hands', 'Whispering', 'Writing', 'Bathtub (filling or washing)', 'Domestic animals, pets', 'Tap']"
0,"VZHuBw-BhDg,","50.000,","60.000,",['child'],"[0.37068853 0.21323283 0.08371536 0.06970936 0.06557006 0.04228493
 0.03538936 0.03526529 0.03381073 0.03352053]","['Speech', 'Child speech, kid speaking', 'Inside, small room', 'Laughter', 'Child singing', 'Singing', 'Belly laugh', 'Giggle', 'Hiccup', 'Babbling']"
0,"V_NbY-oVDJI,","30.000,","40.000,",['female'],"[0.7543479  0.16526102 0.14551347 0.08195601 0.04124573 0.01346212
 0.01246414 0.01052495 0.00799919 0.00636442]","['Speech', 'Laughter', 'Snicker', 'Chuckle, chortle', 'Inside, small room', 'Belly laugh', 'Giggle', 'Inside, large room or hall', 'Child speech, kid speaking', 'Screaming']"
0,"W-OfKxzsiv4,","120.000,","130.000,",['child'],"[0.6407622  0.11184933 0.05173616 0.04448866 0.03062619 0.02917243
 0.01869881 0.01532678 0.01425079 0.01106671]","['Speech', 'Inside, small room', 'Child speech, kid speaking', 'Dishes, pots, and pans', 'Babbling', 'Cutlery, silverware', 'Squish', 'Coin (dropping)', 'Sliding door', 'Glass']"
0,"W4acKG-KSTE,","30.000,","40.000,",['male'],"[0.9312865  0.01284014 0.01143525 0.00834587 0.00385874 0.0034522
 0.00281004 0.00277808 0.00257196 0.00208431]","['Speech', 'Skateboard', 'Narration, monologue', 'Inside, large room or hall', 'Conversation', 'Outside, urban or manmade', 'Inside, small room', 'Laughter', 'Chuckle, chortle', 'Run']"
